domain,fqcn,member,kind,signature_or_value,notes
other,ic2.api.blocks.wrench.ObserverBlockWrenchHandler,canSetFacing,method,"ic2.api.blocks.wrench.boolean canSetFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player, net.minecraft.core.Direction side)",public
other,ic2.api.blocks.wrench.ObserverBlockWrenchHandler,getFacing,method,"net.minecraft.core.Direction getFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos)",public
other,ic2.api.blocks.wrench.ObserverBlockWrenchHandler,setFacing,method,"ic2.api.blocks.wrench.boolean setFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player, net.minecraft.core.Direction side)",public
other,ic2.api.blocks.wrench.PillarWrenchHandler,INSTANCE,field,ic2.api.blocks.IWrenchable INSTANCE,public
other,ic2.api.blocks.wrench.PillarWrenchHandler,canSetFacing,method,"ic2.api.blocks.wrench.boolean canSetFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player, net.minecraft.core.Direction side)",public
other,ic2.api.blocks.wrench.PillarWrenchHandler,getFacing,method,"net.minecraft.core.Direction getFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos)",public
other,ic2.api.blocks.wrench.PillarWrenchHandler,setFacing,method,"ic2.api.blocks.wrench.boolean setFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player, net.minecraft.core.Direction side)",public
other,ic2.api.blocks.wrench.PistonWrenchHandler,INSTANCE,field,ic2.api.blocks.IWrenchable INSTANCE,public
other,ic2.api.blocks.wrench.PistonWrenchHandler,canRemoveBlock,method,"ic2.api.blocks.wrench.boolean canRemoveBlock(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player)",public
other,ic2.api.blocks.wrench.PistonWrenchHandler,canSetFacing,method,"ic2.api.blocks.wrench.boolean canSetFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player, net.minecraft.core.Direction side)",public
other,ic2.api.blocks.wrench.PistonWrenchHandler,getDropRate,method,"ic2.api.blocks.wrench.double getDropRate(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player)",public
other,ic2.api.blocks.wrench.PistonWrenchHandler,getFacing,method,"net.minecraft.core.Direction getFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos)",public
other,ic2.api.blocks.wrench.PistonWrenchHandler,setFacing,method,"ic2.api.blocks.wrench.boolean setFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player, net.minecraft.core.Direction side)",public
other,ic2.api.blocks.wrench.StairWrenchHandler,INSTANCE,field,ic2.api.blocks.IWrenchable INSTANCE,public
other,ic2.api.blocks.wrench.StairWrenchHandler,canSetFacing,method,"ic2.api.blocks.wrench.boolean canSetFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player, net.minecraft.core.Direction side)",public
other,ic2.api.blocks.wrench.StairWrenchHandler,getFacing,method,"net.minecraft.core.Direction getFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos)",public
other,ic2.api.blocks.wrench.StairWrenchHandler,setFacing,method,"ic2.api.blocks.wrench.boolean setFacing(net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.Level world, net.minecraft.core.BlockPos pos, net.minecraft.world.entity.player.Player player, net.minecraft.core.Direction side)",public
other,ic2.api.core.APIHelper,createSteam,method,net.minecraftforge.fluids.FluidStack createSteam(ic2.api.core.int amount),public
other,ic2.api.core.APIHelper,getFluidContainers,method,java.util.List getFluidContainers(net.minecraft.world.level.material.Fluid fluid),public
other,ic2.api.core.APIHelper,getNetworkManager,method,ic2.api.network.INetworkManager getNetworkManager(),public
other,ic2.api.core.APIHelper,getNetworkManager,method,ic2.api.network.INetworkManager getNetworkManager(net.minecraftforge.api.distmarker.Dist side),public
other,ic2.api.core.APIHelper,getTickHelper,method,ic2.api.ticks.ITickScheduler getTickHelper(),public
other,ic2.api.core.IC2Classic,ARMOR_CAPABILITY,field,net.minecraftforge.common.capabilities.Capability ARMOR_CAPABILITY = CapabilityManager.get(),public
other,ic2.api.core.IC2Classic,NOTIFY_CAPABILITY,field,net.minecraftforge.common.capabilities.Capability NOTIFY_CAPABILITY = CapabilityManager.get(),public
other,ic2.api.core.IC2Classic,TUBE_CAPABILITY,field,net.minecraftforge.common.capabilities.Capability TUBE_CAPABILITY = CapabilityManager.get(),public
other,ic2.api.core.IC2Classic,getHelper,method,ic2.api.core.APIHelper getHelper(),public
other,ic2.api.core.IC2Classic,setHelper,method,void setHelper(ic2.api.core.APIHelper helper),public
other,ic2.api.crops.BaseSeed,crop,field,ic2.api.crops.ICrop crop,public
other,ic2.api.crops.BaseSeed,gain,field,ic2.api.crops.int gain,public
other,ic2.api.crops.BaseSeed,growth,field,ic2.api.crops.int growth,public
other,ic2.api.crops.BaseSeed,resistance,field,ic2.api.crops.int resistance,public
other,ic2.api.crops.BaseSeed,stack_size,field,ic2.api.crops.int stack_size,public
other,ic2.api.crops.BaseSeed,stage,field,ic2.api.crops.int stage,public
other,ic2.api.crops.CropDifficulty,getBreedingDifficulty,method,ic2.api.crops.int getBreedingDifficulty(),public
other,ic2.api.crops.CropDifficulty,getCropGrowth,method,ic2.api.crops.int getCropGrowth(ic2.api.crops.int value),public
other,ic2.api.crops.CropDifficulty,getCropStats,method,"ic2.api.crops.int getCropStats(java.util.List crops, net.minecraft.util.RandomSource rand)",public
other,ic2.api.crops.CropDifficulty,getWeedChance,method,ic2.api.crops.int getWeedChance(),public
other,ic2.api.crops.CropProperties,getAllProperties,method,ic2.api.crops.int getAllProperties(),public
other,ic2.api.crops.CropProperties,getChemistry,method,ic2.api.crops.int getChemistry(),public
other,ic2.api.crops.CropProperties,getColorful,method,ic2.api.crops.int getColorful(),public
other,ic2.api.crops.CropProperties,getConsumable,method,ic2.api.crops.int getConsumable(),public
other,ic2.api.crops.CropProperties,getDefensive,method,ic2.api.crops.int getDefensive(),public
other,ic2.api.crops.CropProperties,getTier,method,ic2.api.crops.int getTier(),public
other,ic2.api.crops.CropProperties,getWeed,method,ic2.api.crops.int getWeed(),public
other,ic2.api.crops.ICrop,EMPTY_DROPS,field,net.minecraft.world.item.ItemStack EMPTY_DROPS,public
other,ic2.api.crops.ICrop,UNKNOWN,field,"net.minecraft.network.chat.Component UNKNOWN = Component.translatable(""crop.ic2.unknown"")",public
other,ic2.api.crops.ICrop,canBeHarvested,method,ic2.api.crops.boolean canBeHarvested(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,canBreed,method,ic2.api.crops.boolean canBreed(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,canEmitRedstone,method,ic2.api.crops.boolean canEmitRedstone(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,canGrow,method,ic2.api.crops.boolean canGrow(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,combineStats,method,"ic2.api.crops.short combineStats(ic2.api.crops.int growth, ic2.api.crops.int gain, ic2.api.crops.int resistance)",public
other,ic2.api.crops.ICrop,desc,method,ic2.api.crops.String desc(ic2.api.crops.int i),public
other,ic2.api.crops.ICrop,discoveredBy,method,net.minecraft.network.chat.Component discoveredBy(),public
other,ic2.api.crops.ICrop,getAfterHarvestStage,method,ic2.api.crops.int getAfterHarvestStage(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getAttributes,method,ic2.api.crops.String getAttributes(),public
other,ic2.api.crops.ICrop,getCropType,method,ic2.api.crops.CropType getCropType(),public
other,ic2.api.crops.ICrop,getCustomCropPlaceFailedMessage,method,net.minecraft.network.chat.Component getCustomCropPlaceFailedMessage(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getDisplayItem,method,net.minecraft.world.item.ItemStack getDisplayItem(),public
other,ic2.api.crops.ICrop,getDropChance,method,ic2.api.crops.double getDropChance(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getDrops,method,net.minecraft.world.item.ItemStack getDrops(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getEmittedLight,method,ic2.api.crops.int getEmittedLight(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getGain,method,ic2.api.crops.int getGain(ic2.api.crops.int combo),public
other,ic2.api.crops.ICrop,getGrowth,method,ic2.api.crops.int getGrowth(ic2.api.crops.int combo),public
other,ic2.api.crops.ICrop,getGrowthDuration,method,ic2.api.crops.int getGrowthDuration(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getGrowthSteps,method,ic2.api.crops.int getGrowthSteps(),public
other,ic2.api.crops.ICrop,getName,method,net.minecraft.network.chat.Component getName(),public
other,ic2.api.crops.ICrop,getOptimalHarvestStep,method,ic2.api.crops.int getOptimalHarvestStep(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getProperties,method,ic2.api.crops.CropProperties getProperties(),public
other,ic2.api.crops.ICrop,getRedstoneLevel,method,ic2.api.crops.int getRedstoneLevel(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getResistance,method,ic2.api.crops.int getResistance(ic2.api.crops.int combo),public
other,ic2.api.crops.ICrop,getSeedDropChance,method,ic2.api.crops.float getSeedDropChance(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getSeeds,method,net.minecraft.world.item.ItemStack getSeeds(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,getStatInfluence,method,"ic2.api.crops.int getStatInfluence(ic2.api.crops.ICropTile cropTile, ic2.api.crops.int humidity, ic2.api.crops.int nutrients, ic2.api.crops.int air)",public
other,ic2.api.crops.ICrop,getTextures,method,java.util.List getTextures(),public
other,ic2.api.crops.ICrop,hasCustomCropPlaceFailedMessage,method,ic2.api.crops.boolean hasCustomCropPlaceFailedMessage(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,id,method,net.minecraft.resources.ResourceLocation id(),public
other,ic2.api.crops.ICrop,isWaterCleaningCrop,method,ic2.api.crops.boolean isWaterCleaningCrop(ic2.api.crops.ICropTile tile),public
other,ic2.api.crops.ICrop,isWeed,method,ic2.api.crops.boolean isWeed(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,onBlockUpdate,method,void onBlockUpdate(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICrop,onCropPlaceFailed,method,"void onCropPlaceFailed(ic2.api.crops.BaseSeed seed, ic2.api.crops.ICropTile cropTile, net.minecraft.world.entity.player.Player player)",public
other,ic2.api.crops.ICrop,onEntityCollision,method,"void onEntityCollision(ic2.api.crops.ICropTile cropTile, net.minecraft.world.entity.Entity entity)",public
other,ic2.api.crops.ICrop,onLeftClick,method,"ic2.api.crops.boolean onLeftClick(ic2.api.crops.ICropTile cropTile, net.minecraft.world.entity.player.Player player)",public
other,ic2.api.crops.ICrop,onRightClick,method,"ic2.api.crops.boolean onRightClick(ic2.api.crops.ICropTile cropTile, net.minecraft.world.entity.player.Player player, net.minecraft.world.InteractionHand hand)",public
other,ic2.api.crops.ICrop,onTick,method,void onTick(ic2.api.crops.ICropTile cropTile),public
other,ic2.api.crops.ICropRegistry,INSTANCE,field,ic2.api.crops.ICropRegistry INSTANCE,public
other,ic2.api.crops.ICropRegistry,SEA_WEED,field,ic2.api.crops.ICrop SEA_WEED = null,public
other,ic2.api.crops.ICropRegistry,WEED,field,ic2.api.crops.ICrop WEED = null,public
other,ic2.api.crops.ICropRegistry,addBiomeHumidityBonus,method,"void addBiomeHumidityBonus(net.minecraft.tags.TagKey type, ic2.api.crops.int bonus)",public
other,ic2.api.crops.ICropRegistry,addBiomeNutrientBonus,method,"void addBiomeNutrientBonus(net.minecraft.tags.TagKey type, ic2.api.crops.int bonus)",public
other,ic2.api.crops.ICropRegistry,addBiomeWaterQualityBonus,method,"void addBiomeWaterQualityBonus(net.minecraft.tags.TagKey type, ic2.api.crops.int bonus)",public
other,ic2.api.crops.ICropRegistry,getCrop,method,"ic2.api.crops.ICrop getCrop(ic2.api.crops.String id, ic2.api.crops.String name)",public
other,ic2.api.crops.ICropRegistry,getCrop,method,ic2.api.crops.ICrop getCrop(net.minecraft.resources.ResourceLocation location),public
other,ic2.api.crops.ICropRegistry,getCrop,method,ic2.api.crops.ICrop getCrop(net.minecraft.world.item.ItemStack stack),public
other,ic2.api.crops.ICropRegistry,getCrops,method,java.util.List getCrops(),public
other,ic2.api.crops.ICropRegistry,getDisplayItem,method,net.minecraft.world.item.ItemStack getDisplayItem(net.minecraft.resources.ResourceLocation cropID),public
other,ic2.api.crops.ICropRegistry,getFarmland,method,ic2.api.crops.IFarmland getFarmland(net.minecraft.world.level.block.Block block),public
other,ic2.api.crops.ICropRegistry,getHumidityBonus,method,ic2.api.crops.int getHumidityBonus(net.minecraft.core.Holder biome),public
other,ic2.api.crops.ICropRegistry,getNutrientBonus,method,ic2.api.crops.int getNutrientBonus(net.minecraft.core.Holder biome),public
other,ic2.api.crops.ICropRegistry,getRandomCrop,method,ic2.api.crops.ICrop getRandomCrop(java.util.OptionalLong seed),public
other,ic2.api.crops.ICropRegistry,getSeedForCrop,method,net.minecraft.world.item.ItemStack getSeedForCrop(ic2.api.crops.ICrop crop),public
other,ic2.api.crops.ICropRegistry,getSeedForStack,method,ic2.api.crops.BaseSeed getSeedForStack(net.minecraft.world.item.ItemStack stack),public
other,ic2.api.crops.ICropRegistry,getSubSoil,method,ic2.api.crops.ISubSoil getSubSoil(net.minecraft.world.level.block.Block block),public
other,ic2.api.crops.ICropRegistry,getWaterQualityBonus,method,ic2.api.crops.int getWaterQualityBonus(net.minecraft.core.Holder biome),public
other,ic2.api.crops.ICropRegistry,registerBaseSeed,method,"void registerBaseSeed(net.minecraft.world.item.Item item, ic2.api.crops.BaseSeed seed)",public
other,ic2.api.crops.ICropRegistry,registerCrop,method,ic2.api.crops.T registerCrop(ic2.api.crops.T crop),public
other,ic2.api.crops.ICropRegistry,registerCustomCropRenderer,method,"void registerCustomCropRenderer(net.minecraft.resources.ResourceLocation location, ic2.api.crops.ICropRenderer render)",public
other,ic2.api.crops.ICropRegistry,registerCustomStickRenderer,method,void registerCustomStickRenderer(ic2.api.crops.ICropRenderer render),public
other,ic2.api.crops.ICropRegistry,registerDisplayItem,method,"void registerDisplayItem(net.minecraft.resources.ResourceLocation cropID, net.minecraft.world.item.ItemStack stack)",public
other,ic2.api.crops.ICropRegistry,registerFarmland,method,"void registerFarmland(ic2.api.crops.IFarmland land, net.minecraft.world.level.block.Block... blocks)",public
other,ic2.api.crops.ICropRegistry,registerSubSoil,method,"void registerSubSoil(ic2.api.crops.ISubSoil soil, net.minecraft.world.level.block.Block... blocks)",public
other,ic2.api.crops.ICropRenderer,createQuadsForStage,method,"java.util.List createQuadsForStage(ic2.api.crops.int stage, ic2.api.crops.boolean fancy, net.minecraft.client.renderer.block.model.FaceBakery baker)",public
other,ic2.api.crops.ICropSeed,getCrop,method,ic2.api.crops.ICrop getCrop(net.minecraft.world.item.ItemStack stack),public
other,ic2.api.crops.ICropSeed,getGain,method,ic2.api.crops.int getGain(net.minecraft.world.item.ItemStack stack),public
other,ic2.api.crops.ICropSeed,getGrowth,method,ic2.api.crops.int getGrowth(net.minecraft.world.item.ItemStack stack),public
other,ic2.api.crops.ICropSeed,getResistance,method,ic2.api.crops.int getResistance(net.minecraft.world.item.ItemStack stack),public
other,ic2.api.crops.ICropSeed,getScanLevel,method,ic2.api.crops.int getScanLevel(net.minecraft.world.item.ItemStack stack),public
other,ic2.api.crops.ICropSeed,increaseScanLevel,method,void increaseScanLevel(net.minecraft.world.item.ItemStack stack),public
other,ic2.api.crops.ICropSeed,setGain,method,"void setGain(net.minecraft.world.item.ItemStack stack, ic2.api.crops.int gain)",public
other,ic2.api.crops.ICropSeed,setGrowth,method,"void setGrowth(net.minecraft.world.item.ItemStack stack, ic2.api.crops.int growth)",public
other,ic2.api.crops.ICropSeed,setResistance,method,"void setResistance(net.minecraft.world.item.ItemStack stack, ic2.api.crops.int resistance)",public
other,ic2.api.crops.ICropSeed,setScanLevel,method,"void setScanLevel(net.minecraft.world.item.ItemStack stack, ic2.api.crops.int level)",public
other,ic2.api.crops.ICropTile,calculateGrowthSpeed,method,ic2.api.crops.int calculateGrowthSpeed(),public
other,ic2.api.crops.ICropTile,canBreed,method,ic2.api.crops.boolean canBreed(),public
other,ic2.api.crops.ICropTile,createSeeds,method,"net.minecraft.world.item.ItemStack createSeeds(ic2.api.crops.ICrop crop, ic2.api.crops.int growthStat, ic2.api.crops.int gainStat, ic2.api.crops.int resistanceStat, ic2.api.crops.int scanLevel)",public
other,ic2.api.crops.ICropTile,getBlocksBelow,method,java.util.Set getBlocksBelow(),public
other,ic2.api.crops.ICropTile,getCrop,method,ic2.api.crops.ICrop getCrop(),public
other,ic2.api.crops.ICropTile,getCustomData,method,net.minecraft.nbt.CompoundTag getCustomData(),public
other,ic2.api.crops.ICropTile,getEnvironmentQuality,method,ic2.api.crops.int getEnvironmentQuality(),public
other,ic2.api.crops.ICropTile,getFarmland,method,ic2.api.crops.IFarmland getFarmland(),public
other,ic2.api.crops.ICropTile,getFertilizerStorage,method,ic2.api.crops.int getFertilizerStorage(),public
other,ic2.api.crops.ICropTile,getGainStat,method,ic2.api.crops.int getGainStat(),public
other,ic2.api.crops.ICropTile,getGrowthPoints,method,ic2.api.crops.int getGrowthPoints(),public
other,ic2.api.crops.ICropTile,getGrowthStage,method,ic2.api.crops.int getGrowthStage(),public
other,ic2.api.crops.ICropTile,getGrowthStat,method,ic2.api.crops.int getGrowthStat(),public
other,ic2.api.crops.ICropTile,getHumidity,method,ic2.api.crops.int getHumidity(),public
other,ic2.api.crops.ICropTile,getLightLevel,method,ic2.api.crops.int getLightLevel(),public
other,ic2.api.crops.ICropTile,getNutrients,method,ic2.api.crops.int getNutrients(),public
other,ic2.api.crops.ICropTile,getResistanceStat,method,ic2.api.crops.int getResistanceStat(),public
other,ic2.api.crops.ICropTile,getScanLevel,method,ic2.api.crops.int getScanLevel(),public
other,ic2.api.crops.ICropTile,getWaterStorage,method,ic2.api.crops.int getWaterStorage(),public
other,ic2.api.crops.ICropTile,getWeedExStorage,method,ic2.api.crops.int getWeedExStorage(),public
other,ic2.api.crops.ICropTile,isBlockBelow,method,ic2.api.crops.boolean isBlockBelow(net.minecraft.world.level.block.state.BlockState state),public
other,ic2.api.crops.ICropTile,isBlockBelow,method,ic2.api.crops.boolean isBlockBelow(net.minecraft.world.level.block.Block block),public
other,ic2.api.crops.ICropTile,isBlockBelow,method,ic2.api.crops.boolean isBlockBelow(net.minecraft.tags.TagKey tag),public
other,ic2.api.crops.ICropTile,isCrossBreeding,method,ic2.api.crops.boolean isCrossBreeding(),public
other,ic2.api.crops.ICropTile,isWaterLogged,method,ic2.api.crops.boolean isWaterLogged(),public
other,ic2.api.crops.ICropTile,onCustomDataChanged,method,void onCustomDataChanged(),public
other,ic2.api.crops.ICropTile,performHarvest,method,java.util.List performHarvest(ic2.api.crops.boolean manual),public
other,ic2.api.crops.ICropTile,performManualHarvest,method,ic2.api.crops.boolean performManualHarvest(),public
